number,contact_type,u_wait_reason,assignment_group,closed_at,resolved_at,u_subcategory,u_symptom,opened_at,sys_mod_count,reassignment_count
INC0120638,Email,,Service Desk,10/31/22 17:00,10/28/22 17:00,Google Mail,How To/Question,10/28/22 16:11,2,0
INC0120386,Email,,Service Desk,,,OS,Configure/Modify,10/14/22 15:13,18,0
INC0120399,Email,,Enterprise Applications,10/31/22 16:00,10/28/22 16:00,ERP,Configure/Modify,10/17/22 10:26,16,1
INC0120460,Self-service,,Service Desk,10/31/22 16:00,10/28/22 16:00,Desktop Application,Configure/Modify,10/19/22 13:14,3,0
INC0120378,Self-service,Waiting for Purchase Requisition,Purchasing,,,Computer (Desktop/Laptop),Install/New,10/14/22 10:16,16,5
INC0117347,Email,,Enterprise Applications,10/31/22 15:00,10/28/22 15:00,ERP,Configure/Modify,6/6/22 18:13,42,1
INC0120667,Phone,Waiting for Customer Response,Service Desk,,,Lab Printer,Configure/Modify,10/31/22 14:47,0,0
INC0120552,Self-service,,Service Desk,,,Desktop Application,Configure/Modify,10/24/22 16:55,7,0
INC0120602,Email,,Service Desk,10/31/22 14:00,10/28/22 14:00,Desktop Application,Error/Bug,10/27/22 8:53,12,0
INC0120620,Email,,Service Desk,10/31/22 13:00,10/28/22 13:00,Desktop Application,Configure/Modify,10/27/22 16:49,9,0
INC0120459,Phone,,Service Desk,10/31/22 13:00,10/28/22 13:00,Desktop Application,Configure/Modify,10/19/22 12:47,2,0
INC0118267,Self-service,,Service Desk,10/31/22 13:00,10/28/22 13:00,College Account/Identity Mgmt,Configure/Modify,7/20/22 18:34,22,2
INC0120659,Email,Waiting for Customer Response,Service Desk,,,Desktop Application,How To/Question,10/31/22 11:46,1,0
INC0120629,Phone,,Service Desk,10/31/22 12:00,10/28/22 12:00,OS,How To/Question,10/28/22 11:11,1,0
INC0120443,Email,,Service Desk,10/31/22 12:00,10/28/22 12:00,Computer (Desktop/Laptop),Install/New,10/18/22 16:44,7,0
INC0120625,Email,,Service Desk,10/31/22 12:00,10/28/22 12:00,General Information,How To/Question,10/28/22 10:24,2,0
INC0120643,Email,Waiting for Customer Response,Service Desk,,,Google Mail,Security/Policy Breach,10/28/22 17:02,2,0
INC0120591,Self-service,,Service Desk,10/31/22 11:00,10/28/22 11:00,Desktop Application,Configure/Modify,10/26/22 13:10,4,0
INC0120255,Walk-in,,On-Site Team,10/31/22 11:00,10/28/22 11:00,Computer (Desktop/Laptop),Install/New,10/6/22 14:02,20,5
INC0120656,Self-service,Waiting for Customer Response,Service Desk,,,Peripheral,Replace/Upgrade,10/31/22 10:54,1,0
INC0120616,Self-service,,Enterprise Applications,10/31/22 10:00,10/28/22 10:00,ERP,Configure/Modify,10/27/22 14:31,6,1
INC0120465,Email,,Service Desk,10/31/22 10:00,10/28/22 10:00,College Account/Identity Mgmt,Error/Bug,10/19/22 14:25,24,2
INC0120645,Email,Waiting for Customer Response,Student Computing,,,OS,Configure/Modify,10/28/22 22:21,3,1
INC0120539,Email,,Service Desk,10/30/22 19:00,10/27/22 19:00,Computer (Desktop/Laptop),Broken/Not Working,10/24/22 13:34,9,0
INC0120369,Email,,Systems,10/30/22 17:00,10/27/22 17:00,Other/Not Listed,Configure/Modify,10/13/22 15:09,52,1
INC0120430,Email,,Service Desk,10/30/22 17:00,10/27/22 17:00,College Account/Identity Mgmt,How To/Question,10/18/22 13:25,5,0
INC0120438,Email,,Service Desk,10/30/22 17:00,10/27/22 17:00,MFA,Configure/Modify,10/18/22 15:07,5,0
INC0120615,Self-service,,Service Desk,10/30/22 15:00,10/27/22 15:00,OS,How To/Question,10/27/22 13:50,4,0
INC0117637,Email,,Service Desk,10/30/22 15:00,10/27/22 15:00,College Account/Identity Mgmt,Security/Policy Breach,6/22/22 13:05,5,0
INC0119010,Email,,Service Desk,10/30/22 15:00,10/27/22 15:00,Peripheral,Install/New,8/23/22 14:19,5,0
INC0119904,Self-service,,Service Desk,10/30/22 14:00,10/27/22 14:00,Computer (Desktop/Laptop),Install/New,9/21/22 15:55,14,4
INC0120432,Email,,Service Desk,10/30/22 14:00,10/27/22 14:00,General Information,How To/Question,10/18/22 13:53,6,0
INC0120611,Email,,Enterprise Applications,10/30/22 14:00,10/27/22 14:00,WebAdvisor,Configure/Modify,10/27/22 11:36,7,1
INC0120550,Email,,Service Desk,10/30/22 13:00,10/27/22 13:00,Office Printer,Configure/Modify,10/24/22 15:49,3,0
INC0120606,Phone,,Service Desk,10/30/22 12:00,10/27/22 12:00,Desktop Application,How To/Question,10/27/22 9:47,3,0
INC0120496,Phone,,Service Desk,10/30/22 12:00,10/27/22 12:00,OS,Error/Bug,10/20/22 15:28,5,0
INC0120610,Email,,Service Desk,10/30/22 12:00,10/27/22 12:00,Bogus/Duplicate Record,Maintenance,10/27/22 10:56,2,0
INC0120398,Email,,Service Desk,10/30/22 11:00,10/27/22 11:00,Windows File Server (fs),Configure/Modify,10/17/22 10:12,7,0
INC0120417,Self-service,,Service Desk,10/30/22 11:00,10/27/22 11:00,Desktop Application,Configure/Modify,10/17/22 16:11,5,0
INC0120568,Email,,Service Desk,10/30/22 11:00,10/27/22 11:00,College Account/Identity Mgmt,Configure/Modify,10/25/22 11:36,10,2
INC0120607,Phone,,Service Desk,10/30/22 11:00,10/27/22 11:00,MFA,Configure/Modify,10/27/22 10:08,1,0
INC0120608,Self-service,,Service Desk,10/30/22 11:00,10/27/22 11:00,General Information,How To/Question,10/27/22 10:09,2,0
INC0120604,Phone,,Service Desk,10/30/22 10:00,10/27/22 10:00,OS,Error/Bug,10/27/22 9:18,1,0
INC0120605,Phone,,Service Desk,10/30/22 10:00,10/27/22 10:00,Desktop Application,How To/Question,10/27/22 9:43,1,0
INC0118506,Self-service,,Service Desk,10/30/22 10:00,10/27/22 10:00,Peripheral,Replace/Upgrade,8/1/22 12:21,6,2
INC0120444,Email,,Student Computing,10/30/22 7:00,10/27/22 7:00,General Information,How To/Question,10/18/22 16:50,5,0
INC0120476,Self-service,,Student Computing,10/30/22 7:00,10/27/22 7:00,College Account/Identity Mgmt,Configure/Modify,10/20/22 0:59,5,0
INC0120509,Self-service,,Student Computing,10/30/22 7:00,10/27/22 7:00,Other Google Service,Error/Bug,10/20/22 17:30,4,0
INC0120446,Self-service,,Student Computing,10/30/22 7:00,10/27/22 7:00,General Information,How To/Question,10/18/22 17:08,3,0
INC0120317,Self-service,,Student Computing,10/30/22 7:00,10/27/22 7:00,Desktop Application,Error/Bug,10/10/22 18:54,7,0
INC0120456,Self-service,,Student Computing,10/30/22 7:00,10/27/22 7:00,Other Google Service,Configure/Modify,10/19/22 10:57,4,0
INC0120454,Self-service,,Student Computing,10/30/22 7:00,10/27/22 7:00,Portal,Error/Bug,10/19/22 10:32,13,0
INC0120540,Email,,Student Computing,10/30/22 7:00,10/27/22 7:00,Courseworks,Error/Bug,10/24/22 13:52,9,0
INC0120555,Email,,Student Computing,10/30/22 7:00,10/27/22 7:00,College Account/Identity Mgmt,Configure/Modify,10/25/22 9:14,10,1
INC0120428,Email,,Student Computing,10/30/22 7:00,10/27/22 7:00,General Information,How To/Question,10/18/22 13:06,4,0
INC0120504,Walk-in,,Student Computing,10/30/22 7:00,10/27/22 7:00,MFA,Error/Bug,10/20/22 16:13,4,0
INC0120449,Email,,Student Computing,10/30/22 7:00,10/27/22 7:00,Lab Printer,Install/New,10/19/22 8:53,5,0
INC0120597,Email,,Service Desk,10/29/22 17:00,10/26/22 17:00,Bogus/Duplicate Record,Maintenance,10/26/22 15:13,3,0
INC0120599,Self-service,,Service Desk,10/29/22 17:00,10/26/22 17:00,College Account/Identity Mgmt,Error/Bug,10/26/22 16:00,2,0
INC0120544,Self-service,,Service Desk,10/29/22 17:00,10/26/22 17:00,Google Docs/Drive,Install/New,10/24/22 14:24,6,0
INC0120254,Self-service,,Enterprise Applications,10/29/22 16:00,10/26/22 16:00,Portal,Configure/Modify,10/6/22 12:47,9,1
INC0120474,Email,,Service Desk,10/29/22 16:00,10/26/22 16:00,General Information,How To/Question,10/19/22 17:12,6,0
INC0120042,Email,,Service Desk,10/29/22 16:00,10/26/22 16:00,Peripheral,Install/New,9/27/22 17:26,9,0
INC0120589,Email,,Service Desk,10/29/22 16:00,10/26/22 16:00,Desktop Application,Configure/Modify,10/26/22 11:53,5,0
INC0120349,Self-service,,Service Desk,10/29/22 16:00,10/26/22 16:00,Computer (Desktop/Laptop),Configure/Modify,10/12/22 14:52,37,10
INC0120511,Self-service,,Service Desk,10/29/22 16:00,10/26/22 16:00,Desktop Application,Configure/Modify,10/20/22 22:20,6,0
INC0120590,Self-service,,Service Desk,10/29/22 15:00,10/26/22 15:00,Desktop Application,How To/Question,10/26/22 13:02,5,0
INC0120595,Email,,Service Desk,10/29/22 15:00,10/26/22 15:00,Bogus/Duplicate Record,Maintenance,10/26/22 14:05,2,0
INC0120596,Phone,,Service Desk,10/29/22 15:00,10/26/22 15:00,Desktop Application,How To/Question,10/26/22 14:11,1,0
INC0120593,Phone,,Service Desk,10/29/22 14:00,10/26/22 14:00,Desktop Application,Configure/Modify,10/26/22 13:38,1,0
INC0120558,Email,,Enterprise Applications,10/29/22 13:00,10/26/22 13:00,Informer,Configure/Modify,10/25/22 9:38,12,1
INC0120402,Email,,Student Computing,10/29/22 13:00,10/26/22 13:00,College Account/Identity Mgmt,Error/Bug,10/17/22 12:10,3,0
INC0120587,Email,,Service Desk,10/29/22 12:00,10/26/22 12:00,Workday,How To/Question,10/26/22 11:18,2,0
INC0120479,Email,,Service Desk,10/29/22 12:00,10/26/22 12:00,College Account/Identity Mgmt,Configure/Modify,10/20/22 9:14,22,4
INC0120396,Email,,Student Computing,10/29/22 11:00,10/26/22 11:00,MFA,How To/Question,10/16/22 17:31,4,0
INC0120584,Self-service,,Service Desk,10/29/22 11:00,10/26/22 11:00,OS,How To/Question,10/26/22 9:10,5,0
INC0120563,Email,,Systems,10/29/22 11:00,10/26/22 11:00,Windows File Server (fs),Configure/Modify,10/25/22 10:52,6,1
INC0120573,Phone,,Service Desk,10/29/22 9:00,10/26/22 9:00,Desktop Application,Security/Policy Breach,10/25/22 13:07,1,0
INC0120557,Email,,Service Desk,10/28/22 20:00,10/25/22 20:00,Google Mail,Configure/Modify,10/25/22 9:31,10,0
INC0120425,Email,,Student Computing,10/28/22 17:00,10/25/22 17:00,Lab Printer,How To/Question,10/18/22 12:22,5,0
INC0120580,Phone,,Service Desk,10/28/22 16:00,10/25/22 16:00,Desktop Application,Configure/Modify,10/25/22 15:01,2,0
INC0115240,Email,,Enterprise Applications,,,ERP,Configure/Modify,3/2/22 16:39,37,1
INC0120578,Phone,,Service Desk,10/28/22 15:00,10/25/22 15:00,OS,How To/Question,10/25/22 14:56,1,0
INC0120421,Self-service,,Enterprise Applications,,,Other/Not Listed,Error/Bug,10/18/22 10:20,26,2
INC0120613,Walk-in,,Service Desk,,,OS,Configure/Modify,10/27/22 12:15,6,0
INC0120567,Email,,Systems,10/28/22 14:00,10/25/22 14:00,Workday,How To/Question,10/25/22 11:22,12,1
INC0120570,Self-service,,Service Desk,10/28/22 13:00,10/25/22 13:00,College Account/Identity Mgmt,Configure/Modify,10/25/22 12:02,7,2
INC0120633,Self-service,Waiting for Delivery,Service Desk,,,Peripheral,Install/New,10/28/22 12:11,1,0
INC0120135,Email,,Enterprise Applications,10/28/22 12:00,10/25/22 12:00,Workday,Configure/Modify,10/3/22 9:33,15,1
INC0119910,Phone,,Service Desk,10/28/22 12:00,10/25/22 12:00,Computer (Desktop/Laptop),Install/New,9/21/22 16:53,7,2
INC0120513,Self-service,,Enterprise Applications,,,ERP,Configure/Modify,10/21/22 9:09,13,1
INC0120418,Email,,Enterprise Applications,10/28/22 11:00,10/25/22 11:00,ERP,Configure/Modify,10/17/22 16:42,7,1
INC0120560,Self-service,,Service Desk,10/28/22 11:00,10/25/22 11:00,Phone/Fax/Credit Card Line,How To/Question,10/25/22 10:04,2,0
INC0120562,Phone,,Service Desk,10/28/22 11:00,10/25/22 11:00,Computer (Desktop/Laptop),Broken/Not Working,10/25/22 10:21,1,0
INC0120375,Email,,Service Desk,10/28/22 10:00,10/25/22 10:00,Desktop Application,Configure/Modify,10/13/22 18:24,3,0
INC0120534,Self-service,,Service Desk,10/28/22 10:00,10/25/22 10:00,Google Alias/Group,Configure/Modify,10/24/22 11:15,8,0
INC0120462,Self-service,,Student Computing,10/28/22 10:00,10/25/22 10:00,WebAdvisor,Error/Bug,10/19/22 13:39,6,0
INC0120507,Self-service,,Service Desk,,,Desktop Application,How To/Question,10/20/22 16:43,7,0
INC0120374,Email,,Service Desk,10/27/22 17:00,10/24/22 17:00,Computer (Desktop/Laptop),Configure/Modify,10/13/22 16:54,4,0
INC0120547,Email,,Service Desk,10/27/22 17:00,10/24/22 17:00,Desktop Application,Configure/Modify,10/24/22 15:05,4,0
INC0120548,Walk-in,,Service Desk,10/27/22 16:00,10/24/22 16:00,Desktop Application,Configure/Modify,10/24/22 15:09,3,0
INC0120387,Email,,Service Desk,10/27/22 16:00,10/24/22 16:00,Other/Not Listed,Configure/Modify,10/14/22 15:25,5,0
INC0119261,Self-service,Waiting for Customer Response,Service Desk,,,Wired Network,Configure/Modify,8/31/22 17:10,36,3
INC0120542,Email,Waiting for Customer Response,Service Desk,,,Computer (Desktop/Laptop),Broken/Not Working,10/24/22 14:00,3,0
INC0120537,Email,,Service Desk,10/27/22 15:00,10/24/22 15:00,General Information,How To/Question,10/24/22 12:12,4,0
INC0119566,Email,,Service Desk,10/27/22 15:00,10/24/22 15:00,Desktop Application,Configure/Modify,9/9/22 16:45,12,0
INC0119528,Walk-in,,Service Desk,10/27/22 15:00,10/24/22 15:00,Computer (Desktop/Laptop),Install/New,9/9/22 9:39,21,4
INC0120475,Email,,Service Desk,10/27/22 14:00,10/24/22 14:00,OS,Configure/Modify,10/19/22 18:36,3,0
INC0120541,Walk-in,,Service Desk,10/27/22 14:00,10/24/22 14:00,Peripheral,Replace/Upgrade,10/24/22 13:57,1,0
INC0120517,Email,,Service Desk,10/27/22 14:00,10/24/22 14:00,College Account/Identity Mgmt,How To/Question,10/21/22 12:26,4,0
INC0120538,Email,,Service Desk,10/27/22 13:00,10/24/22 13:00,General Information,How To/Question,10/24/22 12:24,2,0
INC0120353,Email,,Service Desk,10/27/22 13:00,10/24/22 13:00,Google Calendar,Configure/Modify,10/13/22 9:42,3,0
INC0120138,Email,,Enterprise Applications,10/27/22 13:00,10/24/22 13:00,ERP,Configure/Modify,10/3/22 11:02,3,1
INC0120612,Walk-in,,Service Desk,,,Computer (Desktop/Laptop),Loaner Equipment,10/27/22 12:07,0,0
INC0120533,Self-service,,Student Computing,10/27/22 12:00,10/24/22 12:00,WebAdvisor,How To/Question,10/24/22 10:28,9,0
INC0120536,Self-service,,Student Computing,10/27/22 12:00,10/24/22 12:00,General Information,How To/Question,10/24/22 11:21,5,0
INC0119778,Self-service,,Service Desk,10/27/22 12:00,10/24/22 12:00,Computer (Desktop/Laptop),Install/New,9/16/22 16:00,37,7
INC0120356,Email,,Service Desk,10/27/22 11:00,10/24/22 11:00,Google Alias/Group,How To/Question,10/13/22 10:20,3,0
INC0120439,Email,Waiting for Customer Response,Service Desk,,,Computer (Desktop/Laptop),Relocate/Transfer,10/18/22 15:51,10,0
INC0120530,Email,,Information Security,10/27/22 10:00,10/24/22 10:00,Google Mail,Security/Policy Breach,10/23/22 20:36,4,1
INC0120527,Email,,Service Desk,10/27/22 10:00,10/24/22 10:00,Google Alias/Group,How To/Question,10/22/22 11:52,6,0
INC0120529,Self-service,Waiting for Customer Response,Service Desk,,,Computer (Desktop/Laptop),Install/New,10/23/22 9:37,3,0
INC0120531,Self-service,,Student Computing,10/27/22 9:00,10/24/22 9:00,CG/110th,Connectivity/Down,10/23/22 21:11,3,0
INC0120434,Email,,Networks,10/27/22 9:00,10/24/22 9:00,Phone/Fax/Credit Card Line,Connectivity/Down,10/18/22 14:21,9,2
INC0120426,Self-service,,Service Desk,10/24/22 17:00,10/21/22 17:00,Windows File Server (fs),How To/Question,10/18/22 12:33,4,0
INC0120442,Email,,Service Desk,10/24/22 17:00,10/21/22 17:00,Office Printer,Configure/Modify,10/18/22 16:37,4,0
INC0120523,Phone,,Service Desk,10/24/22 17:00,10/21/22 17:00,Computer (Desktop/Laptop),Broken/Not Working,10/21/22 15:58,1,0
INC0120480,Phone,,Service Desk,10/24/22 16:00,10/21/22 16:00,General Information,How To/Question,10/20/22 9:26,3,1
INC0120395,Email,,Service Desk,10/24/22 16:00,10/21/22 16:00,General Information,How To/Question,10/16/22 17:14,6,0
INC0120515,Self-service,,Systems,10/24/22 16:00,10/21/22 16:00,Other/Not Listed,Configure/Modify,10/21/22 10:46,7,0
INC0118660,Self-service,,Service Desk,10/24/22 16:00,10/21/22 16:00,Computer (Desktop/Laptop),Install/New,8/8/22 9:32,23,6
INC0120521,Phone,,Service Desk,10/24/22 15:00,10/21/22 15:00,College Account/Identity Mgmt,Password,10/21/22 14:49,1,0
INC0120524,Walk-in,Waiting for Pickup,Service Desk,,,Computer (Desktop/Laptop),Performance,10/21/22 16:59,7,3
INC0120392,Email,,Student Computing,10/24/22 14:00,10/21/22 14:00,MFA,How To/Question,10/14/22 19:48,4,0
INC0120302,Phone,,Student Computing,10/24/22 14:00,10/21/22 14:00,Other Google Service,Error/Bug,10/10/22 11:36,9,0
INC0120520,Phone,,Service Desk,10/24/22 14:00,10/21/22 14:00,College Account/Identity Mgmt,Password,10/21/22 13:28,1,0
INC0115892,Self-service,,Service Desk,,,OS,Configure/Modify,3/29/22 11:54,18,0
INC0118526,Self-service,,Service Desk,,,Computer (Desktop/Laptop),Install/New,8/2/22 9:56,47,4
INC0120343,Email,,Service Desk,10/24/22 13:00,10/21/22 13:00,ERP,Account,10/12/22 10:56,3,0
INC0120366,Email,,Systems,10/24/22 13:00,10/21/22 13:00,Google Mail,Configure/Modify,10/13/22 12:46,14,1
INC0120364,Email,,Service Desk,10/24/22 13:00,10/21/22 13:00,Wireless Network,Configure/Modify,10/13/22 11:10,4,0
INC0120467,Email,,Service Desk,10/24/22 12:00,10/21/22 12:00,College Account/Identity Mgmt,Error/Bug,10/19/22 14:55,5,0
INC0118902,Email,,Service Desk,10/24/22 12:00,10/21/22 12:00,Computer (Desktop/Laptop),Install/New,8/18/22 9:50,38,9
INC0118442,Email,,Service Desk,10/24/22 12:00,10/21/22 12:00,Computer (Desktop/Laptop),Loaner Equipment,7/29/22 8:59,16,1
INC0120510,Email,,Service Desk,10/24/22 11:00,10/21/22 11:00,OS,Configure/Modify,10/20/22 17:58,5,0
INC0120415,Phone,,Service Desk,10/24/22 11:00,10/21/22 11:00,College Account/Identity Mgmt,Configure/Modify,10/17/22 14:48,31,6
INC0120335,Self-service,,Student Computing,10/24/22 10:00,10/21/22 10:00,Desktop Application,Error/Bug,10/12/22 8:04,4,0
INC0118584,Phone,,Service Desk,10/24/22 10:00,10/21/22 10:00,Computer (Desktop/Laptop),Broken/Not Working,8/3/22 16:02,6,1
INC0120490,Email,,Service Desk,10/24/22 9:00,10/21/22 9:00,Desktop Application,Configure/Modify,10/20/22 12:40,4,0
INC0120502,Walk-in,,Student Computing,10/24/22 8:00,10/21/22 8:00,Wireless Network,Security/Policy Breach,10/20/22 15:55,4,0
INC0120501,Email,,Service Desk,10/23/22 18:00,10/20/22 18:00,Bogus/Duplicate Record,Maintenance,10/20/22 15:49,3,0
INC0120508,Walk-in,,Service Desk,10/23/22 17:00,10/20/22 17:00,MFA,Error/Bug,10/20/22 16:43,1,0
INC0120503,Email,,Service Desk,10/23/22 17:00,10/20/22 17:00,General Information,How To/Question,10/20/22 16:13,2,0
INC0120499,Walk-in,,Service Desk,10/23/22 17:00,10/20/22 17:00,College Account/Identity Mgmt,Password,10/20/22 15:47,1,0
INC0120331,Email,,Service Desk,10/23/22 16:00,10/20/22 16:00,Computer (Desktop/Laptop),Configure/Modify,10/11/22 14:55,5,0
INC0119971,Email,,Information Security,10/23/22 16:00,10/20/22 16:00,Google Mail,Configure/Modify,9/25/22 10:22,3,1
INC0119593,Email,,Information Security,10/23/22 16:00,10/20/22 16:00,Desktop Application,Security/Policy Breach,9/12/22 10:40,4,1
INC0119554,Email,,Information Security,10/23/22 16:00,10/20/22 16:00,Google Mail,Security/Policy Breach,9/9/22 13:52,10,1
INC0120497,Phone,,Service Desk,10/23/22 16:00,10/20/22 16:00,College Account/Identity Mgmt,Password,10/20/22 15:47,1,0
INC0120354,Email,,Information Security,10/23/22 16:00,10/20/22 16:00,Google Mail,Security/Policy Breach,10/13/22 9:56,4,1
INC0120419,Email,,Service Desk,10/23/22 16:00,10/20/22 16:00,Computer (Desktop/Laptop),Configure/Modify,10/18/22 9:20,14,2
INC0120328,Email,,Service Desk,10/23/22 15:00,10/20/22 15:00,WebAdvisor,Error/Bug,10/11/22 13:37,5,0
INC0120266,Email,,Information Security,10/23/22 15:00,10/20/22 15:00,Other Google Service,Configure/Modify,10/6/22 21:46,4,1
INC0120477,Self-service,,Systems,10/23/22 14:00,10/20/22 14:00,College Account/Identity Mgmt,Configure/Modify,10/20/22 8:16,6,0
INC0120492,Phone,,Service Desk,10/23/22 14:00,10/20/22 14:00,College Account/Identity Mgmt,Password,10/20/22 13:17,1,0
INC0119465,Self-service,,Service Desk,10/23/22 14:00,10/20/22 14:00,Computer (Desktop/Laptop),Install/New,9/7/22 16:57,26,7
